visit_id,member_id,visit_date,check_in_time,check_out_time
5793,839,09-05-2024,20:49:00,21:14:00
5794,991,09-05-2024,20:55:00,21:25:00
5795,918,09-05-2024,18:18:00,18:48:00
5796,941,09-05-2024,16:25:00,16:50:00
5797,885,09-05-2024,19:23:00,19:58:00
5798,842,09-05-2024,19:33:00,20:03:00
5799,983,09-05-2024,20:34:00,21:04:00
5800,923,09-05-2024,17:47:00,18:22:00
5801,928,09-05-2024,17:17:00,17:47:00
5802,895,09-05-2024,19:06:00,19:41:00
5803,890,09-05-2024,20:04:00,20:29:00
5804,836,09-05-2024,20:24:00,20:49:00
5805,848,09-05-2024,20:26:00,20:56:00
5806,876,09-05-2024,20:05:00,20:30:00
5807,833,09-05-2024,16:47:00,17:22:00
5808,948,09-05-2024,11:31:00,11:56:00
5809,94,10-05-2024,11:44:00,12:19:00
5810,26,10-05-2024,07:58:00,08:28:00
5811,715,10-05-2024,09:42:00,10:07:00
5812,114,10-05-2024,06:52:00,07:27:00
5813,342,10-05-2024,07:09:00,07:34:00
5814,56,10-05-2024,09:22:00,09:47:00
5815,268,10-05-2024,09:08:00,09:38:00
5816,92,10-05-2024,09:51:00,10:26:00
5817,594,10-05-2024,07:50:00,08:25:00
5818,664,10-05-2024,09:20:00,09:50:00
5819,225,10-05-2024,10:07:00,10:37:00
5820,299,10-05-2024,08:39:00,09:04:00
5821,978,10-05-2024,10:45:00,11:10:00
5822,829,10-05-2024,18:51:00,19:16:00
5823,852,10-05-2024,09:51:00,10:26:00
5824,982,10-05-2024,21:10:00,21:45:00
5825,927,10-05-2024,09:14:00,09:49:00
5826,988,10-05-2024,16:31:00,17:06:00
5827,956,10-05-2024,21:18:00,21:43:00
5828,895,10-05-2024,21:52:00,22:22:00
5829,117,11-05-2024,07:05:00,07:35:00
5830,53,11-05-2024,09:06:00,09:36:00
5831,585,11-05-2024,11:17:00,11:47:00
5832,603,11-05-2024,10:52:00,11:27:00
5833,696,11-05-2024,11:42:00,12:17:00
5834,374,11-05-2024,11:26:00,12:01:00
5835,97,11-05-2024,10:32:00,10:57:00
5836,464,11-05-2024,10:24:00,10:59:00
5837,742,11-05-2024,09:39:00,10:04:00
5838,590,11-05-2024,08:04:00,08:39:00
5839,775,11-05-2024,10:53:00,11:18:00
5840,614,11-05-2024,07:10:00,07:40:00
5841,645,11-05-2024,07:03:00,07:38:00
5842,201,11-05-2024,08:53:00,09:18:00
5843,570,11-05-2024,08:00:00,08:30:00
5844,744,11-05-2024,11:37:00,12:12:00
5845,527,11-05-2024,10:06:00,10:31:00
5846,506,11-05-2024,08:18:00,08:48:00
5847,854,11-05-2024,09:10:00,09:35:00
5848,915,11-05-2024,10:02:00,10:37:00
5849,929,11-05-2024,20:53:00,21:18:00
5850,992,11-05-2024,19:48:00,20:23:00
5851,839,11-05-2024,09:23:00,09:58:00
5852,891,11-05-2024,20:10:00,20:45:00
5853,860,11-05-2024,11:46:00,12:11:00
5854,648,12-05-2024,07:58:00,08:33:00
5855,217,12-05-2024,10:20:00,10:55:00
5856,206,12-05-2024,09:30:00,09:55:00
5857,659,12-05-2024,10:55:00,11:30:00
5858,37,12-05-2024,06:58:00,07:23:00
5859,606,12-05-2024,06:16:00,06:46:00
5860,962,12-05-2024,19:25:00,19:55:00
5861,942,12-05-2024,17:28:00,17:53:00
5862,880,12-05-2024,21:21:00,21:51:00
5863,829,12-05-2024,18:31:00,18:56:00
5864,934,12-05-2024,18:37:00,19:07:00
5865,870,12-05-2024,10:17:00,10:42:00
5866,956,12-05-2024,10:36:00,11:01:00
5867,37,13-05-2024,06:20:00,06:55:00
5868,297,13-05-2024,07:16:00,07:51:00
5869,251,13-05-2024,10:07:00,10:32:00
5870,753,13-05-2024,09:05:00,09:30:00
5871,587,13-05-2024,08:13:00,08:48:00
5872,289,13-05-2024,11:19:00,11:54:00
5873,78,13-05-2024,10:47:00,11:17:00
5874,261,13-05-2024,06:17:00,06:47:00
5875,647,13-05-2024,10:55:00,11:25:00
5876,239,13-05-2024,06:10:00,06:45:00
5877,258,13-05-2024,10:30:00,11:05:00
5878,883,13-05-2024,10:52:00,11:17:00
5879,917,13-05-2024,11:25:00,12:00:00
5880,901,13-05-2024,10:23:00,10:58:00
5881,903,13-05-2024,21:11:00,21:36:00
5882,941,13-05-2024,09:29:00,09:54:00
5883,992,13-05-2024,09:35:00,10:05:00
5884,833,13-05-2024,21:49:00,22:24:00
5885,946,13-05-2024,10:35:00,11:00:00
5886,826,13-05-2024,20:37:00,21:12:00
5887,839,13-05-2024,09:28:00,10:03:00
5888,875,13-05-2024,21:25:00,22:00:00
5889,842,13-05-2024,09:10:00,09:45:00
5890,911,13-05-2024,10:28:00,10:58:00
5891,521,14-05-2024,09:47:00,10:12:00
5892,790,14-05-2024,10:10:00,10:45:00
5893,765,14-05-2024,09:16:00,09:41:00
5894,368,14-05-2024,07:07:00,07:42:00
5895,17,14-05-2024,09:02:00,09:32:00
5896,534,14-05-2024,11:18:00,11:48:00
5897,704,14-05-2024,09:41:00,10:11:00
5898,120,14-05-2024,09:30:00,10:05:00
5899,314,14-05-2024,08:09:00,08:44:00
5900,159,14-05-2024,06:19:00,06:54:00
5901,850,14-05-2024,15:00:00,15:35:00
5902,890,14-05-2024,14:19:00,14:54:00
5903,892,14-05-2024,17:24:00,17:49:00
5904,909,14-05-2024,09:13:00,09:43:00
5905,986,14-05-2024,19:24:00,19:59:00
5906,986,14-05-2024,11:42:00,12:12:00
5907,835,14-05-2024,20:43:00,21:13:00
5908,936,14-05-2024,10:37:00,11:07:00
5909,933,14-05-2024,16:01:00,16:31:00
5910,832,14-05-2024,10:35:00,11:05:00
5911,968,14-05-2024,09:30:00,10:00:00
5912,21,15-05-2024,07:04:00,07:39:00
5913,380,15-05-2024,07:24:00,07:54:00
5914,666,15-05-2024,10:33:00,10:58:00
5915,675,15-05-2024,10:44:00,11:09:00
5916,187,15-05-2024,09:55:00,10:20:00
5917,248,15-05-2024,10:12:00,10:37:00
5918,622,15-05-2024,07:49:00,08:19:00
5919,661,15-05-2024,10:01:00,10:36:00
5920,92,15-05-2024,11:48:00,12:23:00
5921,913,15-05-2024,11:59:00,12:29:00
5922,942,15-05-2024,11:51:00,12:26:00
5923,930,15-05-2024,21:15:00,21:40:00
5924,878,15-05-2024,09:25:00,09:55:00
5925,930,15-05-2024,19:18:00,19:43:00
5926,970,15-05-2024,19:56:00,20:21:00
5927,825,15-05-2024,10:31:00,10:56:00
5928,938,15-05-2024,21:40:00,22:10:00
5929,956,15-05-2024,18:41:00,19:06:00
5930,578,16-05-2024,08:59:00,09:24:00
5931,425,16-05-2024,11:12:00,11:37:00
5932,607,16-05-2024,09:16:00,09:51:00
5933,587,16-05-2024,07:33:00,08:03:00
5934,21,16-05-2024,06:22:00,06:52:00
5935,444,16-05-2024,08:39:00,09:04:00
5936,344,16-05-2024,09:02:00,09:37:00
5937,198,16-05-2024,09:30:00,10:00:00
5938,423,16-05-2024,08:14:00,08:39:00
5939,469,16-05-2024,06:30:00,07:00:00
5940,42,16-05-2024,06:49:00,07:14:00
5941,478,16-05-2024,09:02:00,09:32:00
5942,363,16-05-2024,10:00:00,10:30:00
5943,388,16-05-2024,11:13:00,11:48:00
5944,409,16-05-2024,08:52:00,09:17:00
5945,600,16-05-2024,06:12:00,06:37:00
5946,319,16-05-2024,07:16:00,07:51:00
5947,926,16-05-2024,19:31:00,20:06:00
5948,941,16-05-2024,18:24:00,18:54:00
5949,965,16-05-2024,09:15:00,09:40:00
5950,886,16-05-2024,18:50:00,19:25:00
5951,941,16-05-2024,11:53:00,12:18:00
5952,829,16-05-2024,18:23:00,18:58:00
5953,370,17-05-2024,08:47:00,09:12:00
5954,372,17-05-2024,09:22:00,09:57:00
5955,83,17-05-2024,07:33:00,07:58:00
5956,364,17-05-2024,06:39:00,07:04:00
5957,237,17-05-2024,07:48:00,08:23:00
5958,574,17-05-2024,09:23:00,09:48:00
5959,193,17-05-2024,11:45:00,12:20:00
5960,72,17-05-2024,11:36:00,12:11:00
5961,930,17-05-2024,09:42:00,10:17:00
5962,826,17-05-2024,16:02:00,16:37:00
5963,911,17-05-2024,10:14:00,10:39:00
5964,828,17-05-2024,09:03:00,09:33:00
5965,877,17-05-2024,17:27:00,17:52:00
5966,966,17-05-2024,10:20:00,10:45:00
5967,844,17-05-2024,10:10:00,10:45:00
5968,919,17-05-2024,09:07:00,09:37:00
5969,917,17-05-2024,18:24:00,18:59:00
5970,841,17-05-2024,09:55:00,10:30:00
5971,910,17-05-2024,16:07:00,16:42:00
5972,935,17-05-2024,14:59:00,15:24:00
5973,265,18-05-2024,08:49:00,09:24:00
5974,161,18-05-2024,07:00:00,07:30:00
5975,148,18-05-2024,06:12:00,06:47:00
5976,747,18-05-2024,11:55:00,12:20:00
5977,145,18-05-2024,06:04:00,06:34:00
5978,113,18-05-2024,09:43:00,10:18:00
5979,625,18-05-2024,08:18:00,08:53:00
5980,288,18-05-2024,07:05:00,07:40:00
5981,106,18-05-2024,09:57:00,10:27:00
5982,625,18-05-2024,10:06:00,10:36:00
5983,747,18-05-2024,09:34:00,10:04:00
5984,233,18-05-2024,10:46:00,11:21:00
5985,669,18-05-2024,06:52:00,07:27:00
5986,143,18-05-2024,09:47:00,10:22:00
5987,79,18-05-2024,06:27:00,07:02:00
5988,378,18-05-2024,09:17:00,09:42:00
5989,149,18-05-2024,10:19:00,10:54:00
5990,58,18-05-2024,08:32:00,09:07:00
5991,239,18-05-2024,08:21:00,08:46:00
5992,946,18-05-2024,16:30:00,17:05:00
5993,921,18-05-2024,19:29:00,19:59:00
5994,896,18-05-2024,19:26:00,19:51:00
5995,971,18-05-2024,21:58:00,22:23:00
5996,865,18-05-2024,14:36:00,15:06:00
5997,478,19-05-2024,06:15:00,06:45:00
5998,16,19-05-2024,06:35:00,07:05:00
5999,671,19-05-2024,08:37:00,09:07:00
6000,577,19-05-2024,08:17:00,08:52:00
6001,758,19-05-2024,08:55:00,09:30:00
6002,655,19-05-2024,08:28:00,08:53:00
6003,400,19-05-2024,06:10:00,06:45:00
6004,412,19-05-2024,11:45:00,12:10:00
6005,925,19-05-2024,10:56:00,11:31:00
6006,872,19-05-2024,11:46:00,12:21:00
6007,830,19-05-2024,09:13:00,09:38:00
6008,966,19-05-2024,11:17:00,11:47:00
6009,902,19-05-2024,09:34:00,10:09:00
6010,854,19-05-2024,20:15:00,20:50:00
6011,877,19-05-2024,19:21:00,19:56:00
6012,844,19-05-2024,16:51:00,17:16:00
6013,941,19-05-2024,16:39:00,17:09:00
6014,825,19-05-2024,17:24:00,17:54:00
6015,961,19-05-2024,18:27:00,19:02:00
6016,878,19-05-2024,11:28:00,12:03:00
6017,964,19-05-2024,19:54:00,20:19:00
6018,873,19-05-2024,10:55:00,11:25:00
6019,837,19-05-2024,15:28:00,16:03:00
6020,899,19-05-2024,10:10:00,10:45:00
6021,89,20-05-2024,07:25:00,08:00:00
6022,429,20-05-2024,08:21:00,08:51:00
6023,767,20-05-2024,07:33:00,08:03:00
6024,607,20-05-2024,08:36:00,09:11:00
6025,276,20-05-2024,08:56:00,09:31:00
6026,780,20-05-2024,06:17:00,06:52:00
6027,139,20-05-2024,11:20:00,11:50:00
6028,597,20-05-2024,06:35:00,07:00:00
6029,524,20-05-2024,08:07:00,08:32:00
6030,790,20-05-2024,09:20:00,09:55:00
6031,107,20-05-2024,11:58:00,12:28:00
6032,420,20-05-2024,09:20:00,09:55:00
6033,54,20-05-2024,09:43:00,10:18:00
6034,145,20-05-2024,06:55:00,07:25:00
6035,160,20-05-2024,10:55:00,11:20:00
6036,749,20-05-2024,11:17:00,11:52:00
6037,543,20-05-2024,06:01:00,06:36:00
6038,100,20-05-2024,09:40:00,10:15:00
6039,610,20-05-2024,08:37:00,09:12:00
6040,911,20-05-2024,11:33:00,12:08:00
6041,898,20-05-2024,17:59:00,18:34:00
6042,985,20-05-2024,16:21:00,16:51:00
6043,941,20-05-2024,19:04:00,19:34:00
6044,899,20-05-2024,15:15:00,15:45:00
6045,839,20-05-2024,18:05:00,18:40:00
6046,56,21-05-2024,09:48:00,10:13:00
6047,114,21-05-2024,07:33:00,08:03:00
6048,579,21-05-2024,08:44:00,09:19:00
6049,205,21-05-2024,06:53:00,07:28:00
6050,489,21-05-2024,09:20:00,09:45:00
6051,363,21-05-2024,11:43:00,12:13:00
6052,412,21-05-2024,10:28:00,10:58:00
6053,705,21-05-2024,09:25:00,09:50:00
6054,282,21-05-2024,06:28:00,07:03:00
6055,286,21-05-2024,08:14:00,08:39:00
6056,18,21-05-2024,09:34:00,09:59:00
6057,661,21-05-2024,11:38:00,12:03:00
6058,457,21-05-2024,11:07:00,11:37:00
6059,192,21-05-2024,11:10:00,11:40:00
6060,916,21-05-2024,17:45:00,18:15:00
6061,951,21-05-2024,18:14:00,18:44:00
6062,842,21-05-2024,11:02:00,11:37:00
6063,976,21-05-2024,11:41:00,12:11:00
6064,854,21-05-2024,10:16:00,10:46:00
6065,829,21-05-2024,11:03:00,11:33:00
6066,832,21-05-2024,16:32:00,16:57:00
6067,877,21-05-2024,11:02:00,11:27:00
6068,936,21-05-2024,10:05:00,10:35:00
6069,660,22-05-2024,09:22:00,09:52:00
6070,474,22-05-2024,11:31:00,12:06:00
6071,549,22-05-2024,10:42:00,11:12:00
6072,137,22-05-2024,09:47:00,10:22:00
6073,351,22-05-2024,06:26:00,06:56:00
6074,541,22-05-2024,07:06:00,07:31:00
6075,550,22-05-2024,06:17:00,06:47:00
6076,598,22-05-2024,06:18:00,06:43:00
6077,644,22-05-2024,09:41:00,10:16:00
6078,612,22-05-2024,06:39:00,07:09:00
6079,513,22-05-2024,10:15:00,10:45:00
6080,421,22-05-2024,07:19:00,07:49:00
6081,297,22-05-2024,07:44:00,08:14:00
6082,993,22-05-2024,10:36:00,11:06:00
6083,982,22-05-2024,14:24:00,14:59:00
6084,955,22-05-2024,10:35:00,11:05:00
6085,908,22-05-2024,14:52:00,15:27:00
6086,888,22-05-2024,09:30:00,10:00:00
6087,956,22-05-2024,10:19:00,10:49:00
6088,947,22-05-2024,17:35:00,18:00:00
6089,967,22-05-2024,11:39:00,12:14:00
6090,612,23-05-2024,06:01:00,06:31:00
6091,343,23-05-2024,07:28:00,08:03:00
6092,452,23-05-2024,07:42:00,08:07:00
6093,72,23-05-2024,07:12:00,07:37:00
6094,161,23-05-2024,08:50:00,09:25:00
6095,298,23-05-2024,11:08:00,11:38:00
6096,562,23-05-2024,08:14:00,08:44:00
6097,240,23-05-2024,09:34:00,10:04:00
6098,91,23-05-2024,09:11:00,09:46:00
6099,24,23-05-2024,08:26:00,08:56:00
6100,752,23-05-2024,09:12:00,09:37:00
6101,850,23-05-2024,17:30:00,18:00:00
6102,840,23-05-2024,11:42:00,12:17:00
6103,953,23-05-2024,21:08:00,21:38:00
6104,879,23-05-2024,20:31:00,20:56:00
6105,858,23-05-2024,21:02:00,21:27:00
6106,962,23-05-2024,20:36:00,21:11:00
6107,984,23-05-2024,10:40:00,11:10:00
6108,943,23-05-2024,10:35:00,11:00:00
6109,993,23-05-2024,21:34:00,21:59:00
6110,918,23-05-2024,18:46:00,19:11:00
6111,957,23-05-2024,09:58:00,10:28:00
6112,129,24-05-2024,07:16:00,07:46:00
6113,349,24-05-2024,09:40:00,10:05:00
6114,552,24-05-2024,06:20:00,06:50:00
6115,644,24-05-2024,07:51:00,08:26:00
6116,796,24-05-2024,09:12:00,09:47:00
6117,209,24-05-2024,08:28:00,09:03:00
6118,461,24-05-2024,11:56:00,12:21:00
6119,874,24-05-2024,18:09:00,18:44:00
6120,831,24-05-2024,09:13:00,09:43:00
6121,931,24-05-2024,09:11:00,09:36:00
6122,857,24-05-2024,17:38:00,18:03:00
6123,922,24-05-2024,11:19:00,11:44:00
6124,825,24-05-2024,10:31:00,11:06:00
6125,931,24-05-2024,14:24:00,14:54:00
6126,908,24-05-2024,09:45:00,10:15:00
6127,881,24-05-2024,14:47:00,15:17:00
6128,848,24-05-2024,11:54:00,12:24:00
6129,349,25-05-2024,06:26:00,06:51:00
6130,80,25-05-2024,11:25:00,11:55:00
6131,470,25-05-2024,11:09:00,11:44:00
6132,496,25-05-2024,09:30:00,10:00:00
6133,74,25-05-2024,07:18:00,07:53:00
6134,700,25-05-2024,06:28:00,07:03:00
6135,402,25-05-2024,07:05:00,07:35:00
6136,155,25-05-2024,07:58:00,08:33:00
6137,523,25-05-2024,09:42:00,10:12:00
6138,496,25-05-2024,09:09:00,09:39:00
6139,179,25-05-2024,09:56:00,10:21:00
6140,938,25-05-2024,11:25:00,11:50:00
6141,913,25-05-2024,10:28:00,11:03:00
6142,969,25-05-2024,10:11:00,10:41:00
6143,967,25-05-2024,16:39:00,17:14:00
6144,842,25-05-2024,20:48:00,21:18:00
6145,826,25-05-2024,09:12:00,09:37:00
6146,904,25-05-2024,11:06:00,11:36:00
6147,903,25-05-2024,18:28:00,19:03:00
6148,973,25-05-2024,17:59:00,18:34:00
6149,887,25-05-2024,09:51:00,10:21:00
6150,965,25-05-2024,20:54:00,21:29:00
6151,954,25-05-2024,09:16:00,09:51:00
6152,119,26-05-2024,10:50:00,11:25:00
6153,167,26-05-2024,11:33:00,12:03:00
6154,579,26-05-2024,09:27:00,10:02:00
6155,774,26-05-2024,06:39:00,07:04:00
6156,534,26-05-2024,07:40:00,08:05:00
6157,302,26-05-2024,09:18:00,09:48:00
6158,665,26-05-2024,09:48:00,10:18:00
6159,503,26-05-2024,08:28:00,08:53:00
6160,412,26-05-2024,09:06:00,09:41:00
6161,145,26-05-2024,07:41:00,08:16:00
6162,846,26-05-2024,11:57:00,12:32:00
6163,905,26-05-2024,10:44:00,11:14:00
6164,978,26-05-2024,17:23:00,17:58:00
6165,886,26-05-2024,10:09:00,10:44:00
6166,873,26-05-2024,11:43:00,12:08:00
6167,962,26-05-2024,11:32:00,12:02:00
6168,959,26-05-2024,10:37:00,11:12:00
6169,352,27-05-2024,06:08:00,06:33:00
6170,169,27-05-2024,10:17:00,10:52:00
6171,665,27-05-2024,07:51:00,08:16:00
6172,277,27-05-2024,08:09:00,08:39:00
6173,715,27-05-2024,10:26:00,10:51:00
6174,592,27-05-2024,09:57:00,10:27:00
6175,354,27-05-2024,07:24:00,07:54:00
6176,644,27-05-2024,07:32:00,07:57:00
6177,252,27-05-2024,08:29:00,09:04:00
6178,414,27-05-2024,06:31:00,07:06:00
6179,220,27-05-2024,10:08:00,10:43:00
6180,114,27-05-2024,10:04:00,10:29:00
6181,318,27-05-2024,11:51:00,12:16:00
6182,404,27-05-2024,09:04:00,09:29:00
6183,724,27-05-2024,09:31:00,10:01:00
6184,28,27-05-2024,06:04:00,06:29:00
6185,957,27-05-2024,09:20:00,09:45:00
6186,958,27-05-2024,17:02:00,17:37:00
6187,960,27-05-2024,11:46:00,12:11:00
6188,892,27-05-2024,11:29:00,11:54:00
6189,929,27-05-2024,10:48:00,11:23:00
6190,860,27-05-2024,11:46:00,12:16:00
6191,965,27-05-2024,09:28:00,10:03:00
6192,64,28-05-2024,08:46:00,09:21:00
6193,416,28-05-2024,09:46:00,10:16:00
6194,275,28-05-2024,11:05:00,11:35:00
6195,589,28-05-2024,09:38:00,10:03:00
6196,397,28-05-2024,09:12:00,09:47:00
6197,119,28-05-2024,10:41:00,11:11:00
6198,135,28-05-2024,10:25:00,10:55:00
6199,175,28-05-2024,09:24:00,09:59:00
6200,199,28-05-2024,07:42:00,08:07:00
6201,388,28-05-2024,07:39:00,08:04:00
6202,299,28-05-2024,09:32:00,09:57:00
6203,543,28-05-2024,06:50:00,07:20:00
6204,27,28-05-2024,10:17:00,10:47:00
6205,118,28-05-2024,08:47:00,09:22:00
6206,257,28-05-2024,06:56:00,07:31:00
6207,402,28-05-2024,08:08:00,08:33:00
6208,47,28-05-2024,06:12:00,06:47:00
6209,723,28-05-2024,11:24:00,11:49:00
6210,876,28-05-2024,11:01:00,11:26:00
6211,826,28-05-2024,17:16:00,17:46:00
6212,988,28-05-2024,14:12:00,14:47:00
6213,916,28-05-2024,21:45:00,22:20:00
6214,884,28-05-2024,09:41:00,10:16:00
6215,133,29-05-2024,09:44:00,10:09:00
6216,717,29-05-2024,11:54:00,12:24:00
6217,681,29-05-2024,07:33:00,08:03:00
6218,509,29-05-2024,11:59:00,12:34:00
6219,750,29-05-2024,09:50:00,10:20:00
6220,403,29-05-2024,10:06:00,10:36:00
6221,18,29-05-2024,11:39:00,12:09:00
6222,417,29-05-2024,11:03:00,11:33:00
6223,368,29-05-2024,06:56:00,07:21:00
6224,317,29-05-2024,10:02:00,10:27:00
6225,217,29-05-2024,08:50:00,09:15:00
6226,538,29-05-2024,07:13:00,07:38:00
6227,186,29-05-2024,09:37:00,10:12:00
6228,614,29-05-2024,07:01:00,07:31:00
6229,889,29-05-2024,16:28:00,16:58:00
6230,937,29-05-2024,09:53:00,10:28:00
6231,934,29-05-2024,17:40:00,18:10:00
6232,972,29-05-2024,21:47:00,22:22:00
6233,980,29-05-2024,11:31:00,11:56:00
6234,855,29-05-2024,20:44:00,21:19:00
6235,915,29-05-2024,10:42:00,11:17:00
6236,829,29-05-2024,09:06:00,09:41:00
6237,367,30-05-2024,09:18:00,09:43:00
6238,779,30-05-2024,11:06:00,11:36:00
6239,679,30-05-2024,06:57:00,07:27:00
6240,231,30-05-2024,07:40:00,08:10:00
6241,662,30-05-2024,09:39:00,10:04:00
6242,722,30-05-2024,06:15:00,06:45:00
6243,329,30-05-2024,06:53:00,07:18:00
6244,798,30-05-2024,08:31:00,08:56:00
6245,373,30-05-2024,10:34:00,10:59:00
6246,738,30-05-2024,09:14:00,09:44:00
6247,18,30-05-2024,06:29:00,07:04:00
6248,549,30-05-2024,10:34:00,11:09:00
6249,171,30-05-2024,07:34:00,07:59:00
6250,869,30-05-2024,11:43:00,12:18:00
6251,826,30-05-2024,10:30:00,11:05:00
6252,907,30-05-2024,17:05:00,17:35:00
6253,950,30-05-2024,10:56:00,11:31:00
6254,981,30-05-2024,11:15:00,11:50:00
6255,843,30-05-2024,17:39:00,18:04:00
6256,931,30-05-2024,15:22:00,15:57:00
6257,964,30-05-2024,10:49:00,11:19:00
6258,520,01-06-2024,11:33:00,12:03:00
6259,25,01-06-2024,06:08:00,06:38:00
6260,178,01-06-2024,09:49:00,10:19:00
6261,60,01-06-2024,06:46:00,07:21:00
6262,115,01-06-2024,11:43:00,12:18:00
6263,62,01-06-2024,10:08:00,10:33:00
6264,300,01-06-2024,08:55:00,09:20:00
6265,965,01-06-2024,16:27:00,17:02:00
6266,952,01-06-2024,19:09:00,19:44:00
6267,882,01-06-2024,20:27:00,20:57:00
6268,954,01-06-2024,16:02:00,16:27:00
6269,858,01-06-2024,18:44:00,19:09:00
6270,965,01-06-2024,19:37:00,20:12:00
6271,843,01-06-2024,20:29:00,20:54:00
6272,897,01-06-2024,16:42:00,17:17:00
6273,904,01-06-2024,17:10:00,17:45:00
6274,910,01-06-2024,20:04:00,20:34:00
6275,934,01-06-2024,18:20:00,18:55:00
6276,936,01-06-2024,18:28:00,18:53:00
6277,896,01-06-2024,16:21:00,16:46:00
6278,969,01-06-2024,19:51:00,20:26:00
6279,839,01-06-2024,20:38:00,21:13:00
6280,948,01-06-2024,09:31:00,09:56:00
6281,972,01-06-2024,16:20:00,16:55:00
6282,919,01-06-2024,17:02:00,17:32:00
6283,879,01-06-2024,16:22:00,16:57:00
6284,892,01-06-2024,20:37:00,21:02:00
6285,856,01-06-2024,18:55:00,19:30:00
6286,860,01-06-2024,20:32:00,21:02:00
6287,826,01-06-2024,19:26:00,19:56:00
6288,965,01-06-2024,16:28:00,16:53:00
6289,850,01-06-2024,17:08:00,17:38:00
6290,833,01-06-2024,16:01:00,16:36:00
6291,896,01-06-2024,16:30:00,16:55:00
6292,910,01-06-2024,17:53:00,18:18:00
6293,936,01-06-2024,17:57:00,18:22:00
6294,964,01-06-2024,19:46:00,20:11:00
6295,884,01-06-2024,16:10:00,16:45:00
6296,955,01-06-2024,17:55:00,18:20:00
6297,826,01-06-2024,17:38:00,18:03:00
6298,825,01-06-2024,17:19:00,17:49:00
6299,934,01-06-2024,19:31:00,20:06:00
6300,978,01-06-2024,19:41:00,20:11:00
6301,952,01-06-2024,19:50:00,20:20:00
6302,896,01-06-2024,20:19:00,20:44:00
6303,978,01-06-2024,17:05:00,17:35:00
6304,890,01-06-2024,11:41:00,12:06:00
6305,968,01-06-2024,19:06:00,19:31:00
6306,890,01-06-2024,16:50:00,17:25:00
6307,893,01-06-2024,18:34:00,19:04:00
6308,833,01-06-2024,16:28:00,16:53:00
6309,838,01-06-2024,19:14:00,19:44:00
6310,868,01-06-2024,18:07:00,18:42:00
6311,908,01-06-2024,18:55:00,19:25:00
6312,826,01-06-2024,20:37:00,21:07:00
6313,859,01-06-2024,19:25:00,19:50:00
6314,846,01-06-2024,18:34:00,18:59:00
6315,958,01-06-2024,16:42:00,17:12:00
6316,950,01-06-2024,16:29:00,16:54:00
6317,927,01-06-2024,16:48:00,17:23:00
6318,952,01-06-2024,18:27:00,18:52:00
6319,926,01-06-2024,19:31:00,20:01:00
6320,849,01-06-2024,18:14:00,18:39:00
6321,878,01-06-2024,16:23:00,16:53:00
6322,837,01-06-2024,20:29:00,21:04:00
6323,919,01-06-2024,20:40:00,21:10:00
6324,898,01-06-2024,20:08:00,20:38:00
6325,867,01-06-2024,17:46:00,18:11:00
6326,929,01-06-2024,16:38:00,17:13:00
6327,903,01-06-2024,20:13:00,20:43:00
6328,885,01-06-2024,19:58:00,20:23:00
6329,860,01-06-2024,20:28:00,21:03:00
6330,935,01-06-2024,20:57:00,21:32:00
6331,858,01-06-2024,21:34:00,22:04:00
6332,856,01-06-2024,19:56:00,20:31:00
6333,926,01-06-2024,20:18:00,20:53:00
6334,863,01-06-2024,20:04:00,20:39:00
6335,987,01-06-2024,19:26:00,19:51:00
6336,872,01-06-2024,19:35:00,20:05:00
6337,908,01-06-2024,19:47:00,20:17:00
6338,641,02-06-2024,06:01:00,06:26:00
6339,395,02-06-2024,10:58:00,11:28:00
6340,50,02-06-2024,08:09:00,08:34:00
6341,671,02-06-2024,08:28:00,09:03:00
6342,246,02-06-2024,09:43:00,10:13:00
6343,315,02-06-2024,07:21:00,07:51:00
6344,423,02-06-2024,11:23:00,11:48:00
6345,727,02-06-2024,06:25:00,06:50:00
6346,542,02-06-2024,08:35:00,09:10:00
6347,256,02-06-2024,10:28:00,11:03:00
6348,615,02-06-2024,09:08:00,09:43:00
6349,326,02-06-2024,10:20:00,10:55:00
6350,62,02-06-2024,07:49:00,08:14:00
6351,625,02-06-2024,08:52:00,09:27:00
6352,912,02-06-2024,19:27:00,19:57:00
6353,944,02-06-2024,17:22:00,17:57:00
6354,847,02-06-2024,09:07:00,09:32:00
6355,909,02-06-2024,16:34:00,17:09:00
6356,828,02-06-2024,17:36:00,18:01:00
6357,969,02-06-2024,09:06:00,09:41:00
6358,856,02-06-2024,19:51:00,20:16:00
6359,870,02-06-2024,16:11:00,16:36:00
6360,981,02-06-2024,18:09:00,18:34:00
6361,875,02-06-2024,16:45:00,17:20:00
6362,957,02-06-2024,20:43:00,21:08:00
6363,903,02-06-2024,21:53:00,22:23:00
6364,904,02-06-2024,16:35:00,17:05:00
6365,957,02-06-2024,18:18:00,18:48:00
6366,970,02-06-2024,16:19:00,16:54:00
6367,975,02-06-2024,19:07:00,19:32:00
6368,911,02-06-2024,16:23:00,16:58:00
6369,867,02-06-2024,17:19:00,17:49:00
6370,890,02-06-2024,17:35:00,18:10:00
6371,936,02-06-2024,18:03:00,18:28:00
6372,927,02-06-2024,18:34:00,18:59:00
6373,835,02-06-2024,19:03:00,19:38:00
6374,985,02-06-2024,19:09:00,19:34:00
